"5","T","710010172","","","","","","","","","11763.00","","","","","","11136.00","","","","","","","","","","20250601","","","","","","","","","",""
"5","T","710010173","","","","","","","","","10454.00","","","","","","9827.00","","","","","","","","","","20250601","","","","","","","","","",""
"5","T","710010174","","","","","","","","","10549.00","","","","","","9922.00","","","","","","","","","","20250601","","","","","","","","","",""
"5","T","710010175","","","","","","","","","10538.00","","","","","","9911.00","","","","","","","","","","20250601","","","","","","","","","",""
"5","T","710010176","","","","","","","","","3299.00","","","","","","3230.00","","","","","","","","","","20250601","","","","","","","","","",""
"5","T","710010180","","","","","","","","","4901.00","","","","","","4785.00","","","","","","","","","","20250601","","","","","","","","","",""
"5","T","710010181","","","","","","","","","187.00","","","","","","185.00","","","","","","","","","","20250601","","","","","","","","","",""
"5","T","710010182","","","","","","","","","212.00","","","","","","210.00","","","","","","","","","","20250601","","","","","","","","","",""
"5","T","710010183","","","","","","","","","250.00","","","","","","249.00","","","","","","","","","","20250601","","","","","","","","","",""
"3","T","739310016","23","血管内超音波プローブ（近赤外線分光法機能付き）","19","ｹｯｶﾝﾅｲﾁｮｳｵﾝﾊﾟﾌﾟﾛｰﾌﾞ","0","0","","1","132000.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","87500","0","20250601","00000000","99999999","2","7","0","","","","血管内超音波プローブ・近赤外線分光法機能付き","000"
"3","T","739310017","17","消化器用瘻孔形成補綴材留置システム","20","ｼｮｳｶｷﾖｳﾛｳｺｳｹｲｾｲﾎﾃﾂｻﾞ","0","0","","1","502000.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","981400","0","20250601","00000000","99999999","2","231","0","","","","消化器用瘻孔形成補綴材留置システム","000"
"3","T","739310018","13","鉱物由来非吸収性局所止血材","20","ｺｳﾌﾞﾂﾕﾗｲﾋｷｭｳｼｭｳｾｲｷｮｸ","33","1","ｇ","1","2640.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","981500","0","20250601","00000000","99999999","2","232","0","","","","鉱物由来非吸収性局所止血材","000"
