"3","C","8","20","247","14","　１　２４時間持続しての点滴","19","124ｼﾞｶﾝｼﾞｿﾞｸｼﾃﾉﾃﾝﾃｷ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000247","19080010","","","","","",""
"3","C","8","20","248","114","　２　中心静脈栄養（広汎性腹膜炎、腸閉塞、難治性嘔吐、難治性下痢、活動性の消化管出血、炎症性腸疾患、短腸症候群、消化管瘻若しくは急性膵炎を有する患者以外を対象として、中心静脈栄養を開始した日から３０日以内に実施するものに限る。）","20","2ﾁｭｳｼﾝｼﾞｮｳﾐｬｸｴｲﾖｳｺｳﾊ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000248","19080020","","","","","",""
"3","C","8","20","249","26","　３　消化管等の体内からの出血が反復継続している状態","20","3ｼｮｳｶｶﾝﾄｳﾉﾀｲﾅｲｶﾗﾉｼｭｯ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000249","19080030","","","","","",""
"3","C","8","20","250","14","　４　尿路感染症に対する治療","20","4ﾆｮｳﾛｶﾝｾﾝｼｮｳﾆﾀｲｽﾙﾘﾁﾘ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000250","19080040","","","","","",""
"3","C","8","20","251","18","　５　傷病等によりリハビリテーション","20","5ｼｮｳﾋﾞｮｳﾒｲﾄｳﾆﾖﾘﾘﾊﾋﾞﾘ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000251","19080050","","","","","",""
"3","C","8","20","252","14","　６　８１、かつ、８３の場合","12","681ｶﾂ83ﾉﾊﾞｱｲ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000252","19080060","","","","","",""
"3","C","8","20","253","14","　７　８２、かつ、８３の場合","12","782ｶﾂ83ﾉﾊﾞｱｲ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000253","19080070","","","","","",""
"3","C","8","20","254","12","　８　せん妄に対する治療","14","8ｾﾝﾓｳﾆﾀｲｽﾙﾁﾘｮｳ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000254","19080080","","","","","",""
"3","C","8","20","255","18","　９　８４、かつ、８２又は８３の場合","17","984ｶﾂ82ﾏﾀﾊ83ﾉﾊﾞｱｲ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000255","19080090","","","","","",""
"3","C","8","20","256","10","１０　頻回の血糖検査","14","10ﾋﾝｶｲﾉｹｯﾄｳｹﾝｻ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000256","19080100","","","","","",""
"3","C","8","20","257","6","１１　スモン","5","11ｽﾓﾝ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000257","19080110","","","","","",""
"3","C","8","20","258","8","１２　注１を参照","12","12ﾁｭｳ1ｦｻﾝｼｮｳ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000258","19080120","","","","","",""
"3","C","8","20","259","36","１３　８６に該当、かつ、１～４０（１３を除く。）に１項目以上該当する場合","20","1386ﾆｶﾞｲﾄｳｶﾂ14013ｦﾉｿ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000259","19080130","","","","","",""
"3","C","8","20","260","83","１４　中心静脈栄養（広汎性腹膜炎、腸閉塞、難治性嘔吐、難治性下痢、活動性の消化管出血、炎症性腸疾患、短腸症候群、消化管瘻若しくは急性膵炎を有する患者を対象とする場合）","20","14ﾁｭｳｼﾝｼﾞｮｳﾐｬｸｴｲﾖｳｺｳ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000260","19080140","","","","","",""
"3","C","8","20","261","11","１５　人工呼吸器の使用","16","15ｼﾞﾝｺｳｺｷｭｳｷﾉｼﾖｳ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000261","19080150","","","","","",""
"3","C","8","20","262","21","１６　ドレーン法又は胸腔若しくは腹腔の洗浄","20","16ﾄﾞﾚｰﾝﾎｳﾏﾀﾊｷｮｳｸｳﾓｼｸ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000262","19080160","","","","","",""
"3","C","8","20","263","14","１７　８５、かつ、８３の場合","13","1785ｶﾂ83ﾉﾊﾞｱｲ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000263","19080170","","","","","",""
"3","C","8","20","264","26","１８　酸素療法（密度の高い治療を要する状態に限る。）","20","18ｻﾝｿﾘｮｳﾎｳﾐﾂﾄﾞﾉﾀｶｲﾁﾘ","0","0","0","0","0","0","0","0","0","0","0","20240601","99999999","820000264","19080180","","","","","",""
