"9","S","111703170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","20241130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","111703270","12","医療情報取得加算（初診）","17","ｲﾘｮｳｼﾞｮｳﾎｳｼｭﾄｸｶｻﾝ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","","","","","","","","","","","","","","","","","","","","","","","","","","医療情報取得加算（初診）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","S","112708870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","20241130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112708970","12","医療情報取得加算（再診）","17","ｲﾘｮｳｼﾞｮｳﾎｳｼｭﾄｸｶｻﾝ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","","","","","","","","","","","","","","","","","","","","","","","","","","医療情報取得加算（再診）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","S","112709170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","20241130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","112709270","15","医療情報取得加算（外来診療料）","17","ｲﾘｮｳｼﾞｮｳﾎｳｼｭﾄｸｶｻﾝ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","","","","","","","","","","","","","","","","","","","","","","","","","","医療情報取得加算（外来診療料）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","S","113705270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","20241130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","113705370","19","医療情報取得加算（初診）（医学管理等）","17","ｲﾘｮｳｼﾞｮｳﾎｳｼｭﾄｸｶｻﾝ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","","","","","","","","","","","","","","","","","","","","","","","","","","医療情報取得加算（初診）（医学管理等）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","S","113705570","19","医療情報取得加算（再診）（医学管理等）","17","ｲﾘｮｳｼﾞｮｳﾎｳｼｭﾄｸｶｻﾝ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","","","","","","","","","","","","","","","","","","","","","","","","","","医療情報取得加算（再診）（医学管理等）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","S","113705770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20241201","20241130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
