"5","Y","620009049","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","3339950QAZZZ","【般】ヘパリン類似物質外用液０．３％（乳剤性）","","","",""
"5","Y","620814003","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","3339950QBZZZ","【般】ヘパリン類似物質外用液０．３％（水性）","","","",""
"5","Y","620814101","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","3339950QBZZZ","【般】ヘパリン類似物質外用液０．３％（水性）","","","",""
"3","Y","621620702","25","アルプロスタジル注５μｇシリンジ「日医工」　１ｍＬ","20","ｱﾙﾌﾟﾛｽﾀｼﾞﾙﾁｭｳ5ﾏｲｸﾛGｼ","47","1","筒","1","845.00","0","0","0","0","1","0","0","0","0","1","0","0","0.00","0","0","4","","20250814","99999999","2190406G1112","0","0","アルプロスタジル注５μｇシリンジ「日医工」","20250814","","","0","0","0","0"
"3","Y","621620802","26","アルプロスタジル注１０μｇシリンジ「日医工」　２ｍＬ","20","ｱﾙﾌﾟﾛｽﾀｼﾞﾙﾁｭｳ10ﾏｲｸﾛG","47","1","筒","1","986.00","0","0","0","0","1","0","0","0","0","8","622753800","0","0.00","0","0","4","","20250814","99999999","2190406G2011","0","0","アルプロスタジル注１０μｇシリンジ「日医工」","20250814","","","0","0","0","0"
"5","Y","621704602","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","3339950QAZZZ","【般】ヘパリン類似物質外用液０．３％（乳剤性）","","","",""
"5","Y","622081601","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","","【般】リバスチグミンテープ４．５ｍｇ（１日用）","","","",""
"5","Y","622081701","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","","【般】リバスチグミンテープ９ｍｇ（１日用）","","","",""
"5","Y","622082301","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","","【般】リバスチグミンテープ１３．５ｍｇ（１日用）","","","",""
"5","Y","622082401","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","","【般】リバスチグミンテープ１８ｍｇ（１日用）","","","",""
"5","Y","622084801","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","","【般】リバスチグミンテープ４．５ｍｇ（１日用）","","","",""
"5","Y","622084901","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","","【般】リバスチグミンテープ９ｍｇ（１日用）","","","",""
"5","Y","622085001","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","","【般】リバスチグミンテープ１３．５ｍｇ（１日用）","","","",""
"5","Y","622085101","","","","","","","","","","","","","","","","","","","","","","","","","","","20250814","","","","","","","","【般】リバスチグミンテープ１８ｍｇ（１日用）","","","",""
"9","Y","622207101","","","","","","","","","","","","","","","","","","","","","","","","","","","","20250813","","","","","","","","","","",""
