"5","T","710010172","","","","","","","","","12587.00","","","","","","11763.00","","","","","","","","","","20250901","","","","","","","","","",""
"5","T","710010173","","","","","","","","","11278.00","","","","","","10454.00","","","","","","","","","","20250901","","","","","","","","","",""
"5","T","710010174","","","","","","","","","11373.00","","","","","","10549.00","","","","","","","","","","20250901","","","","","","","","","",""
"5","T","710010175","","","","","","","","","11362.00","","","","","","10538.00","","","","","","","","","","20250901","","","","","","","","","",""
"5","T","710010176","","","","","","","","","3445.00","","","","","","3299.00","","","","","","","","","","20250901","","","","","","","","","",""
"5","T","710010180","","","","","","","","","5095.00","","","","","","4901.00","","","","","","","","","","20250901","","","","","","","","","",""
"5","T","710010282","29","大動脈用ステントグラフト（胸部大動脈用・補助部分・標準型）","","","","","","","","","","","","","","1","","","","","","","","","20250901","","","","","","","","","大動脈用ステントグラフト・胸部大動脈用ステントグラフト（補助部分）・標準型",""
"3","T","739310019","29","骨セメント（脊椎椎体形成用（椎体形成用材料セット一体型））","6","ｺﾂｾﾒﾝﾄ","33","1","ｇ","1","19800.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","468500","0","20250901","00000000","99999999","2","79","0","","","","骨セメント・脊椎椎体形成用（椎体形成用材料セット一体型）","000"
"3","T","739310020","32","大動脈用ステントグラフト（胸部大動脈用・メイン・分枝血管連結型）","20","ﾀﾞｲﾄﾞｳﾐｬｸﾖｳｽﾃﾝﾄｸﾞﾗﾌﾄ","0","0","","1","3320000.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","852500","0","20250901","00000000","99999999","2","146","0","","","","大動脈用ステントグラフト・胸部大動脈用ステントグラフト（メイン部分）・分枝血管部分連結型","000"
"3","T","739310021","31","大動脈用ステントグラフト（胸部大動脈用・補助・分枝血管連結型）","20","ﾀﾞｲﾄﾞｳﾐｬｸﾖｳｽﾃﾝﾄｸﾞﾗﾌﾄ","0","0","","1","1020000.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","853500","0","20250901","00000000","99999999","2","146","0","","","","大動脈用ステントグラフト・胸部大動脈用ステントグラフト（補助部分）・分枝血管部分連結型","000"
"3","T","739310022","27","大動脈用ステントグラフト（胸部大動脈用・分枝血管部分）","20","ﾀﾞｲﾄﾞｳﾐｬｸﾖｳｽﾃﾝﾄｸﾞﾗﾌﾄ","0","0","","1","976000.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","854500","0","20250901","00000000","99999999","2","146","0","","","","大動脈用ステントグラフト・胸部大動脈用ステントグラフト（分枝血管部分）","000"
"3","T","739310023","15","アミノ酸由来非吸収性局所止血材","20","ｱﾐﾉｻﾝﾕﾗｲﾋｷｭｳｼｭｳｾｲｷｮｸ","33","1","ｇ","1","17600.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","981600","0","20250901","00000000","99999999","2","233","0","","","","アミノ酸由来非吸収性局所止血材","000"
"3","T","739310024","16","薬剤溶出型吸収性副鼻腔用ステント","20","ﾔｸｻﾞｲﾖｳｼｭﾂｶﾞﾀｷｭｳｼｭｳｾ","0","0","","1","124000.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","981700","0","20250901","00000000","99999999","2","234","0","","","","薬剤溶出型吸収性副鼻腔用ステント","000"
"3","T","739310025","20","アルコール依存症飲酒量低減治療補助アプリ","20","ｱﾙｺｰﾙｲｿﾞﾝｼｮｳｲﾝｼｭﾘｮｳﾃ","0","0","","1","7010.00","0","0","20","00","0","0.00","0","0","0","0","0","0","","981800","0","20250901","00000000","99999999","2","235","0","","","","アルコール依存症飲酒量低減治療補助アプリ","000"
"3","T","739310026","10","上腕静脈用カテーテル","20","ｼﾞｮｳﾜﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","0","0","","1","5790.00","0","0","00","00","0","0.00","0","0","0","0","0","0","","981900","0","20250901","00000000","99999999","2","236","0","","","","上腕静脈用カテーテル","000"
