"3","Y","622955201","19","ブリィビアクト静注２５ｍｇ　２．５ｍＬ","20","ﾌﾞﾘｨﾋﾞｱｸﾄｼﾞｮｳﾁｭｳ25MG","19","1","瓶","1","2450.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","1139406A1023","0","0","ブリィビアクト静注２５ｍｇ","20250319","","","0","0","0","0"
"3","Y","622979801","18","クアルソディ髄注１００ｍｇ　１５ｍＬ","18","ｸｱﾙｿﾃﾞｨｽﾞｲﾁｭｳ100MG","19","1","瓶","1","2788883.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","1190411A1027","0","0","クアルソディ髄注１００ｍｇ","20250319","","","0","0","0","0"
"3","Y","622979901","13","ブルキンザカプセル８０ｍｇ","16","ﾌﾞﾙｷﾝｻﾞｶﾌﾟｾﾙ80MG","15","4","カプセル","1","6636.10","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","1","","20250319","99999999","4291089M1029","0","0","ブルキンザカプセル８０ｍｇ","20250319","","","0","0","0","0"
"3","Y","622980201","15","ウプトラビ錠小児用０．０５ｍｇ","20","ｳﾌﾟﾄﾗﾋﾞｼﾞｮｳｼｮｳﾆﾖｳ0.0","16","1","錠","1","443.50","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","1","","20250319","99999999","2190037F3023","0","0","ウプトラビ錠小児用０．０５ｍｇ","20250319","","","0","0","0","0"
"3","Y","622980301","16","ゼポジアカプセルスターターパック","20","ｾﾞﾎﾟｼﾞｱｶﾌﾟｾﾙｽﾀｰﾀｰﾊﾟｯ","15","4","カプセル","1","1759.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","1","","20250319","99999999","2399019X1024","0","0","ゼポジアカプセルスターターパック","20250319","","","0","0","0","0"
"3","Y","622980401","14","ゼポジアカプセル０．９２ｍｇ","18","ｾﾞﾎﾟｼﾞｱｶﾌﾟｾﾙ0.92MG","15","4","カプセル","1","4792.80","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","1","","20250319","99999999","2399019M1028","0","0","ゼポジアカプセル０．９２ｍｇ","20250319","","","0","0","0","0"
"3","Y","622986001","25","ゼップバウンド皮下注２．５ｍｇアテオス　０．５ｍＬ","20","ｾﾞｯﾌﾟﾊﾞｳﾝﾄﾞﾋｶﾁｭｳ2.5M","51","3","キット","1","3067.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","2499422G7022","0","0","ゼップバウンド皮下注２．５ｍｇアテオス","20250319","","","0","0","0","0"
"3","Y","622986101","23","ゼップバウンド皮下注５ｍｇアテオス　０．５ｍＬ","20","ｾﾞｯﾌﾟﾊﾞｳﾝﾄﾞﾋｶﾁｭｳ5MGｱ","51","3","キット","1","5797.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","2499422G8029","0","0","ゼップバウンド皮下注５ｍｇアテオス","20250319","","","0","0","0","0"
"3","Y","622986201","25","ゼップバウンド皮下注７．５ｍｇアテオス　０．５ｍＬ","20","ｾﾞｯﾌﾟﾊﾞｳﾝﾄﾞﾋｶﾁｭｳ7.5M","51","3","キット","1","7721.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","2499422G9025","0","0","ゼップバウンド皮下注７．５ｍｇアテオス","20250319","","","0","0","0","0"
"3","Y","622986301","24","ゼップバウンド皮下注１０ｍｇアテオス　０．５ｍＬ","20","ｾﾞｯﾌﾟﾊﾞｳﾝﾄﾞﾋｶﾁｭｳ10MG","51","3","キット","1","8999.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","2499422P1024","0","0","ゼップバウンド皮下注１０ｍｇアテオス","20250319","","","0","0","0","0"
"3","Y","622986401","26","ゼップバウンド皮下注１２．５ｍｇアテオス　０．５ｍＬ","20","ｾﾞｯﾌﾟﾊﾞｳﾝﾄﾞﾋｶﾁｭｳ12.5","51","3","キット","1","10180.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","2499422P2020","0","0","ゼップバウンド皮下注１２．５ｍｇアテオス","20250319","","","0","0","0","0"
"3","Y","622986501","24","ゼップバウンド皮下注１５ｍｇアテオス　０．５ｍＬ","20","ｾﾞｯﾌﾟﾊﾞｳﾝﾄﾞﾋｶﾁｭｳ15MG","51","3","キット","1","11242.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","2499422P3027","0","0","ゼップバウンド皮下注１５ｍｇアテオス","20250319","","","0","0","0","0"
"3","Y","629931701","18","ファセンラ皮下注３０ｍｇペン　１ｍＬ","17","ﾌｧｾﾝﾗﾋｶﾁｭｳ30MGﾍﾟﾝ","51","3","キット","1","351731.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","2290402G3023","0","0","ファセンラ皮下注３０ｍｇペン","20250319","","","0","0","0","0"
"3","Y","629932201","16","ルンスミオ点滴静注１ｍｇ　１ｍＬ","19","ﾙﾝｽﾐｵﾃﾝﾃｷｼﾞｮｳﾁｭｳ1MG","19","1","瓶","1","83717.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","4291476A1028","0","0","ルンスミオ点滴静注１ｍｇ","20250319","","","0","0","0","0"
"3","Y","629932301","18","ルンスミオ点滴静注３０ｍｇ　３０ｍＬ","20","ﾙﾝｽﾐｵﾃﾝﾃｷｼﾞｮｳﾁｭｳ30MG","19","1","瓶","1","2393055.00","0","0","0","0","0","0","0","0","30","0","0","0","0.00","0","0","4","","20250319","99999999","4291476A2024","0","0","ルンスミオ点滴静注３０ｍｇ","20250319","","","0","0","0","0"
"3","Y","629933101","19","ヒムペブジ皮下注１５０ｍｇペン　１ｍＬ","20","ﾋﾑﾍﾟﾌﾞｼﾞﾋｶﾁｭｳ150MGﾍﾟ","51","3","キット","1","883108.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","6343462G1026","0","0","ヒムペブジ皮下注１５０ｍｇペン","20250319","","","0","0","0","0"
"3","Y","629933301","16","テクベイリ皮下注３０ｍｇ　３ｍＬ","15","ﾃｸﾍﾞｲﾘﾋｶﾁｭｳ30MG","19","1","瓶","1","216930.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","4291475A1023","0","0","テクベイリ皮下注３０ｍｇ","20250319","","","0","0","0","0"
"3","Y","629933401","19","テクベイリ皮下注１５３ｍｇ　１．７ｍＬ","16","ﾃｸﾍﾞｲﾘﾋｶﾁｭｳ153MG","19","1","瓶","1","1081023.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","4291475A2020","0","0","テクベイリ皮下注１５３ｍｇ","20250319","","","0","0","0","0"
"3","Y","629933801","16","ダトロウェイ点滴静注用１００ｍｇ","20","ﾀﾞﾄﾛｳｪｲﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ","19","1","瓶","1","311990.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","4","","20250319","99999999","4291474D1025","0","0","ダトロウェイ点滴静注用１００ｍｇ","20250319","","","0","0","0","0"
