"3","Y","620123803","11","マドパー配合錠Ｌ１００","19","ﾏﾄﾞﾊﾟｰﾊｲｺﾞｳｼﾞｮｳL100","16","1","錠","1","18.50","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","1","","20240614","99999999","1169100F1087","0","0","マドパー配合錠Ｌ１００","20240614","","","0","0"
"3","Y","620392435","16","コデインリン酸塩散１％「ホエイ」","18","ｺﾃﾞｲﾝﾘﾝｻﾝｴﾝｻﾝ1%ﾎｴｲ","33","1","ｇ","1","8.50","0","0","0","0","0","0","0","0","0","1","0","0","0.00","0","0","1","","20240614","99999999","2242001B2351","0","0","コデインリン酸塩散１％「ホエイ」","20240614","","","0","0"
"3","Y","620392534","20","ジヒドロコデインリン酸塩散１％「ホエイ」","20","ｼﾞﾋﾄﾞﾛｺﾃﾞｲﾝﾘﾝｻﾝｴﾝｻﾝ1","33","1","ｇ","1","11.30","0","0","0","0","0","0","0","0","0","1","0","0","0.00","0","0","1","","20240614","99999999","2242002B2313","0","0","ジヒドロコデインリン酸塩散１％「ホエイ」","20240614","","","0","0"
"3","Y","620726609","18","乳酸カルシウム水和物「ケンエー」原末","20","ﾆｭｳｻﾝｶﾙｼｳﾑｽｲﾜﾌﾞﾂｹﾝｴｰ","33","1","ｇ","1","3.84","0","0","0","0","0","0","0","0","0","1","0","0","0.00","0","0","1","","20240614","99999999","3211001X1300","0","0","乳酸カルシウム水和物「ケンエー」原末","20240614","","","0","0"
"3","Y","621083502","18","セファレキシン錠２５０ｍｇ「日医工」","20","ｾﾌｧﾚｷｼﾝｼﾞｮｳ250MGﾆﾁｲｺ","16","1","錠","1","31.50","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","1","","20240614","99999999","6132002F1102","0","0","セファレキシン錠２５０ｍｇ「日医工」","20240614","","","0","0"
"3","Y","621485102","19","エピナスチン塩酸塩錠１０ｍｇ「ダイト」","20","ｴﾋﾟﾅｽﾁﾝｴﾝｻﾝｴﾝｼﾞｮｳ10M","16","1","錠","1","14.40","0","0","0","0","1","0","0","0","0","0","0","0","0.00","0","0","1","","20240614","99999999","4490014F1360","0","0","エピナスチン塩酸塩錠１０ｍｇ「ダイト」","20240614","4490014F1ZZZ","【般】エピナスチン塩酸塩錠１０ｍｇ","2","0"
"3","Y","621486102","19","エピナスチン塩酸塩錠２０ｍｇ「ダイト」","20","ｴﾋﾟﾅｽﾁﾝｴﾝｻﾝｴﾝｼﾞｮｳ20M","16","1","錠","1","19.30","0","0","0","0","1","0","0","0","0","0","0","0","0.00","0","0","1","","20240614","99999999","4490014F2404","0","0","エピナスチン塩酸塩錠２０ｍｇ「ダイト」","20240614","4490014F2ZZZ","【般】エピナスチン塩酸塩錠２０ｍｇ","2","0"
"3","Y","621567605","18","コデインリン酸塩錠５ｍｇ「ＶＴＲＳ」","20","ｺﾃﾞｲﾝﾘﾝｻﾝｴﾝｼﾞｮｳ5MGVT","16","1","錠","1","11.70","0","0","0","0","0","0","0","0","0","1","0","0","0.00","0","0","1","","20240614","99999999","2242001F1071","0","0","コデインリン酸塩錠５ｍｇ「ＶＴＲＳ」","20240614","","","0","0"
"3","Y","621946302","31","セフカペンピボキシル塩酸塩細粒小児用１０％「ＴＷ」　１００ｍｇ","20","ｾﾌｶﾍﾟﾝﾋﾟﾎﾞｷｼﾙｴﾝｻﾝｴﾝｻ","33","1","ｇ","1","77.00","0","0","0","0","0","0","0","0","0","8","622900300","0","0.00","0","0","1","","20240614","99999999","6132016C1019","0","0","セフカペンピボキシル塩酸塩細粒小児用１０％「ＴＷ」","0","","","0","0"
"3","Y","622184902","20","オロパタジン塩酸塩錠２．５ｍｇ「ダイト」","20","ｵﾛﾊﾟﾀｼﾞﾝｴﾝｻﾝｴﾝｼﾞｮｳ2.","16","1","錠","1","10.10","0","0","0","0","1","0","0","0","0","8","622690900","0","0.00","0","0","1","","20240614","99999999","4490025F1015","0","0","オロパタジン塩酸塩錠２．５ｍｇ「ダイト」","0","4490025F1ZZZ","【般】オロパタジン塩酸塩錠２．５ｍｇ","2","0"
