"3","C","8","20","101319","7","口管強（Ｆ局）","7","ｺｳｶﾝｷｮｳ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","820101319","13540200","","","","","",""
"3","C","8","20","101320","33","長期収載品と後発医薬品で薬事上承認された効能・効果に差異があるため","20","ﾁｮｳｷｼｭｳｻｲﾋﾝﾄｺｳﾊﾂｲﾔｸﾋ","0","0","0","0","0","0","0","0","0","0","1","20241001","99999999","820101320","13540210","","","","","",""
"3","C","8","20","101321","62","患者が後発医薬品を使用した際、副作用や、他の医薬品との飲み合わせによる相互作用、長期収載品との間で治療効果に差異があったため","20","ｶﾝｼﾞｬｶﾞｺｳﾊﾂｲﾔｸﾋﾝｦｼﾖｳ","0","0","0","0","0","0","0","0","0","0","1","20241001","99999999","820101321","13540220","","","","","",""
"3","C","8","20","101322","62","学会が作成しているガイドラインにおいて、長期収載品を使用している患者について後発医薬品へ切り替えないことが推奨されているため","20","ｶﾞｯｶｲｶﾞｻｸｾｲｼﾃｲﾙｶﾞｲﾄﾞ","0","0","0","0","0","0","0","0","0","0","1","20241001","99999999","820101322","13540230","","","","","",""
"3","C","8","20","101323","27","剤形上の違いにより、長期収載品を処方等の必要があるため","20","ｻﾞｲｹｲｼﾞｮｳﾉﾁｶﾞｲﾆﾖﾘﾁｮｳ","0","0","0","0","0","0","0","0","0","0","1","20241001","99999999","820101323","13540240","","","","","",""
"3","C","8","20","101324","33","後発医薬品の在庫状況等を踏まえ後発医薬品を提供することが困難なため","20","ｺｳﾊﾂｲﾔｸﾋﾝﾉｻﾞｲｺｼﾞｮｳｷｮ","0","0","0","0","0","0","0","0","0","0","1","20241001","99999999","820101324","13540250","","","","","",""
"3","C","8","20","101325","65","医療上の必要性があると医師又は歯科医師が判断したため（処方箋の「変更不可（医療上必要）」欄に「レ」又は「×」の記載があった場合等）","20","ｲﾘｮｳｼﾞｮｳﾉﾋﾂﾖｳｾｲｶﾞｱﾙﾄ","0","0","0","0","0","0","0","0","0","0","1","20241001","99999999","820101325","13540260","","","","","",""
"3","C","8","20","101326","36","剤形上の違いにより、長期収載品を調剤する必要があると薬剤師が判断したため","20","ｻﾞｲｹｲｼﾞｮｳﾉﾁｶﾞｲﾆﾖﾘﾁｮｳ","0","0","0","0","0","0","0","0","0","0","1","20241001","99999999","820101326","13540270","","","","","",""
"3","C","8","30","100922","35","向精神病薬名（非定型抗精神病薬加算（精神科地域包括ケア病棟入院料））；","14","ｺｳｾｲｼﾝﾋﾞｮｳﾔｸﾒｲ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","830100922","13395010","","","","","",""
"3","C","8","30","600194","27","投与前の血中Ｈｂ値（フェインジェクト静注５００ｍｇ）；","14","ﾄｳﾖﾏｴﾉｹｯﾁｭｳHbﾁ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","830600194","66290010","","","","","",""
"3","C","8","30","600195","25","投与前の血中Ｈｂ値（モノヴァー静注５００ｍｇ等）；","14","ﾄｳﾖﾏｴﾉｹｯﾁｭｳHbﾁ","0","0","0","0","0","0","0","0","0","0","1","20240601","99999999","830600195","66290020","","","","","",""
