"0","R","101110010","3","初診料","7","ｼｮｼﾝﾘｮｳ","0","0","","1","3820.00","0","0","A11","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","99999999","0","0.00","0","1","0","1101","0","0","00","00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3760.00","0","0","0","0","0","0","0","A11","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20191001","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","初診料","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","R","101110040","15","初診料（同一日複数診療科受診）","7","ｼｮｼﾝﾘｮｳ","0","0","","1","1910.00","0","0","A11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1880.00","0","0","0","0","0","0","0","A11","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20191001","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","初診料（同一日複数診療科受診）","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","R","101110050","17","初診料（文書による紹介がない患者）","7","ｼｮｼﾝﾘｮｳ","0","0","","1","1820.00","0","0","A11","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","99999999","0","0.00","0","1","0","1101","0","0","00","00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","A11","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20221001","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","初診料（文書による紹介がない患者の場合）（初減）","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3","R","101110060","29","初診料（文書による紹介がない患者）（同一日複数診療科受診）","7","ｼｮｼﾝﾘｮｳ","0","0","","1","0.00","0","0","A11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","0000","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","A11","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20221001","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","初診料（文書による紹介がない患者）（同一日複数診療科受診）","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","R","101120010","3","再診料","7","ｻｲｼﾝﾘｮｳ","0","0","","1","1400.00","2","0","A12","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","99999999","0","0.00","0","0","0","1201","0","0","00","00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1390.00","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20191001","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","再診料","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","R","101120020","14","外来管理加算（読み替え加算）","11","ｶﾞｲﾗｲｶﾝﾘｶｻﾝ","0","0","","3","52.00","2","0","A12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","7","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20160401","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","外来管理加算（読み替え加算）","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","R","101120040","15","再診料（同一日複数診療科受診）","7","ｻｲｼﾝﾘｮｳ","0","0","","1","700.00","2","0","A12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","690.00","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20191001","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","再診料（同一日複数診療科受診）","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","R","101120050","6","電話等再診料","13","ﾃﾞﾝﾜﾄｳｻｲｼﾝﾘｮｳ","0","0","","1","1400.00","2","0","A12","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","99999999","0","0.00","0","0","0","1201","0","0","00","00","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1390.00","0","0","0","0","0","0","0","0","0","5","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20191001","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","電話等再診料","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","R","101120060","5","同日再診料","13","ﾄﾞｳｼﾞﾂｻｲｼﾝﾘｮｳ","0","0","","1","1400.00","2","0","A12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","1201","0","0","00","00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1390.00","0","0","0","0","0","0","0","0","0","5","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20191001","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","同日再診料","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","R","101120070","8","同日電話等再診料","19","ﾄﾞｳｼﾞﾂﾃﾞﾝﾜﾄｳｻｲｼﾝﾘｮｳ","0","0","","1","1400.00","2","0","A12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","1201","0","0","00","00","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1390.00","0","0","0","0","0","0","0","0","0","5","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","-"," ","20191001","99999999","0","0","00","000","00","00","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","同日電話等再診料","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
